claim_id,policy_id,line_of_business,industry_segment,state,loss_date,report_date,report_lag_days,cause_of_loss,claim_status,paid_loss,case_reserve,alae,incurred_loss,incurred_loss_alae
CLM-000963,POL-006531,General Liability,Restaurants & Food Service,TX,2023-11-06,2024-01-17,72,Property Damage - 3rd Party,Open,10202.54,9715.87,1030.21,19918.41,20948.62
CLM-000964,POL-006532,General Liability,Restaurants & Food Service,TX,2024-09-18,2025-02-23,158,Slip & Fall,Open,739.56,4098.31,895.58,4837.87,5733.45
CLM-000965,POL-006532,General Liability,Restaurants & Food Service,TX,2024-10-19,2024-12-03,45,Property Damage - 3rd Party,Closed,7189.12,0.0,375.31,7189.12,7564.43
CLM-000966,POL-006533,General Liability,Restaurants & Food Service,TX,2026-02-04,2026-04-18,73,Slip & Fall,Open,21151.29,69701.16,16519.21,90852.45,107371.66
CLM-000967,POL-006534,General Liability,Contractors,IL,2025-09-26,2025-10-22,26,Property Damage - 3rd Party,Open,1039.88,3053.7,547.01,4093.58,4640.59
CLM-000968,POL-006544,General Liability,Contractors,NY,2024-12-31,2025-03-10,69,Slip & Fall,Closed,11048.13,0.0,745.04,11048.13,11793.17
CLM-000969,POL-006551,BOP,Real Estate,NC,2025-06-05,2025-06-20,15,Wind/Hail,Closed,14663.06,0.0,1734.34,14663.06,16397.4
CLM-000970,POL-006571,BOP,Contractors,NY,2024-11-24,2025-01-30,67,Business Interruption,Open,1132.47,2472.05,523.54,3604.52,4128.06
CLM-000971,POL-006572,BOP,Contractors,NY,2025-12-31,2026-02-02,33,Business Interruption,Closed,10026.72,0.0,1883.75,10026.72,11910.47
CLM-000972,POL-006572,BOP,Contractors,NY,2025-10-09,2025-10-14,5,Wind/Hail,Closed,4474.0,0.0,504.84,4474.0,4978.84
CLM-000973,POL-006588,General Liability,Restaurants & Food Service,FL,2023-10-20,2023-11-01,12,Slip & Fall,Open,4709.08,9590.79,2807.04,14299.87,17106.91
CLM-000974,POL-006613,General Liability,Light Manufacturing,FL,2024-04-23,2024-06-01,39,Products Liability,Open,15276.3,13057.18,1522.67,28333.48,29856.15
CLM-000975,POL-006627,General Liability,Restaurants & Food Service,OH,2024-07-26,2025-01-11,169,Personal & Advertising Injury,Closed,36586.12,0.0,3515.07,36586.12,40101.19
CLM-000976,POL-006630,BOP,Restaurants & Food Service,AZ,2024-06-27,2024-07-17,20,Water Damage,Closed,7809.01,0.0,816.96,7809.01,8625.97
CLM-000977,POL-006635,BOP,Contractors,TX,2024-06-11,2025-01-13,216,Wind/Hail,Open,496.53,9074.35,435.2,9570.88,10006.08
CLM-000978,POL-006635,BOP,Contractors,TX,2024-07-17,2024-07-25,8,Slip & Fall,Open,1715.79,6274.7,756.64,7990.49,8747.13
CLM-000979,POL-006639,General Liability,Contractors,AZ,2024-05-07,2024-09-22,138,Slip & Fall,Open,4275.99,43561.43,5660.14,47837.42,53497.56
CLM-000980,POL-006644,Professional Liability,Technology,GA,2025-07-26,2025-08-06,11,Breach of Duty,Closed,5065.09,0.0,733.27,5065.09,5798.36
CLM-000981,POL-006648,BOP,Healthcare Services,NC,2025-01-18,2025-01-24,6,Fire,Closed,13585.81,0.0,1728.4,13585.81,15314.21
CLM-000982,POL-006662,Professional Liability,Healthcare Services,NY,2023-09-06,2023-11-12,67,Breach of Duty,Open,491053.48,1870525.35,218928.54,2361578.83,2580507.37
CLM-000983,POL-006673,BOP,Contractors,TX,2025-12-23,2026-02-25,64,Slip & Fall,Open,13343.34,25457.64,3461.85,38800.98,42262.83
CLM-000984,POL-006696,BOP,Retail,OH,2025-07-16,2025-07-19,3,Wind/Hail,Closed,3348.67,0.0,604.63,3348.67,3953.3
CLM-000985,POL-006702,BOP,Light Manufacturing,CA,2025-07-10,2025-08-17,38,Theft/Burglary,Open,13604.59,17727.76,3953.16,31332.35,35285.51
CLM-000986,POL-006716,BOP,Real Estate,NC,2025-01-21,2025-04-02,71,Fire,Open,9117.32,7894.79,1722.03,17012.11,18734.14
CLM-000987,POL-006724,BOP,Light Manufacturing,IL,2026-02-14,2026-06-23,129,Water Damage,Open,10219.24,28338.49,2313.45,38557.73,40871.18
CLM-000988,POL-006739,BOP,Retail,TX,2026-03-07,2026-03-07,0,Wind/Hail,Open,2504.58,10908.26,1608.31,13412.84,15021.15
CLM-000989,POL-006740,General Liability,Light Manufacturing,GA,2025-07-28,2025-07-30,2,Completed Operations,Open,29251.04,71728.26,5834.51,100979.3,106813.81
CLM-000990,POL-006742,BOP,Retail,IL,2025-04-27,2025-06-11,45,Slip & Fall,Closed,37177.1,0.0,2103.62,37177.1,39280.72
CLM-000991,POL-006744,General Liability,Professional Services,NC,2024-12-07,2025-01-08,32,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-000992,POL-006750,Professional Liability,Technology,NC,2024-09-15,2025-08-14,333,Regulatory Proceeding,Closed,165842.2,0.0,15546.09,165842.2,181388.29
CLM-000993,POL-006758,BOP,Restaurants & Food Service,TX,2025-09-17,2025-11-28,72,Fire,Open,1401.7,4607.35,567.62,6009.05,6576.67
CLM-000994,POL-006761,General Liability,Real Estate,WA,2026-05-12,2026-06-18,37,Slip & Fall,Open,54526.31,264517.91,44385.77,319044.22,363429.99
CLM-000995,POL-006764,General Liability,Healthcare Services,OH,2024-05-13,2024-07-18,66,Slip & Fall,Open,7411.77,13491.49,3339.47,20903.26,24242.73
CLM-000996,POL-006767,BOP,Restaurants & Food Service,AZ,2023-11-17,2024-01-27,71,Water Damage,Closed,17403.5,0.0,3454.54,17403.5,20858.04
CLM-000997,POL-006768,BOP,Restaurants & Food Service,AZ,2024-12-03,2024-12-08,5,Fire,Open,165.12,1161.82,126.53,1326.94,1453.47
CLM-000998,POL-006768,BOP,Restaurants & Food Service,AZ,2025-01-30,2025-02-13,14,Wind/Hail,Open,1012.32,2786.27,175.45,3798.59,3974.04
CLM-000999,POL-006768,BOP,Restaurants & Food Service,AZ,2025-06-15,2025-07-11,26,Slip & Fall,Open,1681.95,5500.66,424.1,7182.61,7606.71
CLM-001000,POL-006770,General Liability,Light Manufacturing,FL,2024-06-26,2024-11-29,156,Completed Operations,Closed,36572.27,0.0,3331.04,36572.27,39903.31
CLM-001001,POL-006770,General Liability,Light Manufacturing,FL,2024-05-04,2024-07-31,88,Completed Operations,Closed,28897.68,0.0,2445.81,28897.68,31343.49
CLM-001002,POL-006776,General Liability,Restaurants & Food Service,TX,2025-07-18,2025-07-18,0,Property Damage - 3rd Party,Open,1594.53,1309.06,430.54,2903.59,3334.13
CLM-001003,POL-006784,General Liability,Professional Services,IL,2025-02-20,2025-02-20,0,Products Liability,Open,12032.49,21747.93,3287.76,33780.42,37068.18
CLM-001004,POL-006800,General Liability,Contractors,TX,2024-07-07,2024-08-22,46,Completed Operations,Closed,15132.05,0.0,1204.37,15132.05,16336.42
CLM-001005,POL-006820,BOP,Contractors,IL,2024-05-12,2024-06-06,25,Business Interruption,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001006,POL-006829,BOP,Retail,NC,2023-11-27,2023-12-22,25,Theft/Burglary,Closed,2083.02,0.0,395.43,2083.02,2478.45
CLM-001007,POL-006844,General Liability,Restaurants & Food Service,NY,2024-12-16,2024-12-21,5,Slip & Fall,Closed,17998.61,0.0,2769.57,17998.61,20768.18
CLM-001008,POL-006850,Professional Liability,Professional Services,CA,2025-08-22,2025-11-24,94,Breach of Duty,Open,1777.75,1602.82,182.11,3380.57,3562.68
CLM-001009,POL-006856,BOP,Restaurants & Food Service,NC,2023-11-21,2023-11-28,7,Water Damage,Closed,23797.83,0.0,3986.84,23797.83,27784.67
CLM-001010,POL-006858,BOP,Restaurants & Food Service,NC,2026-04-01,2026-05-20,49,Fire,Open,1075.79,5254.24,1150.08,6330.03,7480.11
CLM-001011,POL-006862,General Liability,Contractors,GA,2023-11-30,2024-03-04,95,Products Liability,Closed,2112.61,0.0,233.23,2112.61,2345.84
CLM-001012,POL-006863,General Liability,Contractors,GA,2024-06-16,2024-09-01,77,Property Damage - 3rd Party,Closed,22352.17,0.0,4133.57,22352.17,26485.74
CLM-001013,POL-006864,General Liability,Contractors,GA,2025-05-03,2025-11-17,198,Personal & Advertising Injury,Open,7628.84,10917.69,3382.75,18546.53,21929.28
CLM-001014,POL-006874,Professional Liability,Technology,NY,2023-10-17,2024-05-25,221,Failure to Deliver,Closed,33293.35,0.0,6606.19,33293.35,39899.54
CLM-001015,POL-006908,BOP,Restaurants & Food Service,IL,2025-02-15,2025-04-15,59,Wind/Hail,Closed,17937.79,0.0,3095.16,17937.79,21032.95
CLM-001016,POL-006923,General Liability,Professional Services,CA,2025-09-12,2025-10-15,33,Slip & Fall,Closed,48913.2,0.0,4915.79,48913.2,53828.99
CLM-001017,POL-006925,General Liability,Light Manufacturing,FL,2025-11-26,2025-12-04,8,Products Liability,Closed,137071.41,0.0,6793.87,137071.41,143865.28
CLM-001018,POL-006927,General Liability,Retail,NY,2025-06-19,2025-11-04,138,Property Damage - 3rd Party,Closed,1428.84,0.0,139.68,1428.84,1568.52
CLM-001019,POL-006935,General Liability,Light Manufacturing,TX,2024-09-21,2024-10-10,19,Personal & Advertising Injury,Closed,78132.69,0.0,13309.1,78132.69,91441.79
CLM-001020,POL-006938,BOP,Light Manufacturing,OH,2024-11-13,2024-12-10,27,Fire,Closed,2017.96,0.0,241.6,2017.96,2259.56
CLM-001021,POL-006956,BOP,Retail,NY,2025-11-26,2025-12-07,11,Business Interruption,Open,685.98,2651.04,507.72,3337.02,3844.74
CLM-001022,POL-006957,BOP,Contractors,TX,2023-07-04,2023-07-19,15,Business Interruption,Open,3006.34,12993.14,834.09,15999.48,16833.57
CLM-001023,POL-006958,BOP,Contractors,TX,2024-07-26,2024-08-15,20,Business Interruption,Open,2236.91,2123.22,294.93,4360.13,4655.06
CLM-001024,POL-006959,BOP,Contractors,TX,2026-04-07,2026-04-10,3,Wind/Hail,Open,225.47,1213.47,221.48,1438.94,1660.42
CLM-001025,POL-006962,General Liability,Contractors,OH,2024-10-11,2024-12-22,72,Property Damage - 3rd Party,Closed,44096.66,0.0,5676.36,44096.66,49773.02
CLM-001026,POL-006966,BOP,Restaurants & Food Service,WA,2025-12-16,2026-04-14,119,Wind/Hail,Closed,14460.63,0.0,1868.0,14460.63,16328.63
CLM-001027,POL-006976,BOP,Contractors,TX,2026-03-29,2026-04-16,18,Wind/Hail,Open,1865.94,13664.01,824.98,15529.95,16354.93
CLM-001028,POL-006990,BOP,Retail,OH,2025-11-05,2025-12-02,27,Water Damage,Open,2693.45,5317.83,1219.28,8011.28,9230.56
CLM-001029,POL-007005,General Liability,Light Manufacturing,WA,2025-02-04,2025-03-24,48,Completed Operations,Closed,18474.17,0.0,2302.78,18474.17,20776.95
CLM-001030,POL-007025,General Liability,Contractors,TX,2025-08-27,2025-09-22,26,Slip & Fall,Open,18415.27,44870.27,6653.54,63285.54,69939.08
CLM-001031,POL-007029,General Liability,Contractors,GA,2025-10-20,2025-12-09,50,Completed Operations,Open,23045.91,69233.64,10610.6,92279.55,102890.15
CLM-001032,POL-007031,BOP,Light Manufacturing,GA,2026-04-07,2026-04-10,3,Business Interruption,Open,4079.47,16902.07,4206.38,20981.54,25187.92
CLM-001033,POL-007033,BOP,Contractors,TX,2025-04-06,2025-04-22,16,Wind/Hail,Open,7487.99,9205.12,2375.54,16693.11,19068.65
CLM-001034,POL-007034,BOP,Contractors,TX,2025-07-13,2025-08-06,24,Business Interruption,Open,1663.92,20942.03,4255.62,22605.95,26861.57
CLM-001035,POL-007051,General Liability,Real Estate,IL,2023-12-05,2024-04-30,147,Personal & Advertising Injury,Closed,48791.22,0.0,3639.27,48791.22,52430.49
CLM-001036,POL-007052,Professional Liability,Professional Services,FL,2024-10-31,2024-12-02,32,Regulatory Proceeding,Closed,93307.45,0.0,12431.24,93307.45,105738.69
CLM-001037,POL-007054,BOP,Real Estate,NC,2024-09-08,2024-09-26,18,Water Damage,Closed,19403.16,0.0,1346.65,19403.16,20749.81
CLM-001038,POL-007057,BOP,Real Estate,CA,2024-02-03,2024-03-05,31,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001039,POL-007062,General Liability,Contractors,TX,2024-09-29,2024-11-22,54,Products Liability,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001040,POL-007068,BOP,Real Estate,TX,2023-02-16,2023-02-23,7,Slip & Fall,Closed,4108.94,0.0,893.95,4108.94,5002.89
CLM-001041,POL-007082,General Liability,Contractors,AZ,2024-09-30,2024-12-26,87,Products Liability,Open,17646.18,17776.47,2765.59,35422.65,38188.24
CLM-001042,POL-007082,General Liability,Contractors,AZ,2024-02-15,2024-06-07,113,Property Damage - 3rd Party,Open,14810.3,40299.77,2311.3,55110.07,57421.37
CLM-001043,POL-007083,General Liability,Contractors,NY,2025-04-28,2025-09-20,145,Products Liability,Closed,6799.21,0.0,833.15,6799.21,7632.36
CLM-001044,POL-007084,General Liability,Contractors,NY,2026-02-27,2026-04-16,48,Personal & Advertising Injury,Open,1583.39,14505.37,1108.28,16088.76,17197.04
CLM-001045,POL-007090,General Liability,Contractors,FL,2024-06-04,2024-10-29,147,Property Damage - 3rd Party,Closed,162690.44,0.0,32826.09,162690.44,195516.53
CLM-001046,POL-007098,Professional Liability,Professional Services,CA,2023-08-20,2024-08-29,375,Negligent Act,Open,20197.73,31681.22,4253.0,51878.95,56131.95
CLM-001047,POL-007102,Professional Liability,Healthcare Services,IL,2024-05-23,2025-03-20,301,Negligent Act,Open,3261.59,27109.6,3954.43,30371.19,34325.62
CLM-001048,POL-007121,BOP,Retail,TX,2025-02-22,2025-02-23,1,Water Damage,Closed,15838.19,0.0,3276.04,15838.19,19114.23
CLM-001049,POL-007146,General Liability,Technology,CA,2025-08-10,2026-03-24,226,Personal & Advertising Injury,Open,22431.1,49307.16,6054.46,71738.26,77792.72
CLM-001050,POL-007148,General Liability,Retail,CA,2024-10-09,2025-08-15,310,Personal & Advertising Injury,Open,1838.15,7011.41,528.21,8849.56,9377.77
CLM-001051,POL-007151,BOP,Real Estate,CA,2026-02-20,2026-03-29,37,Fire,Closed,7809.18,0.0,1244.7,7809.18,9053.88
CLM-001052,POL-007153,General Liability,Real Estate,IL,2024-10-26,2025-05-23,209,Slip & Fall,Open,95040.23,83568.37,38765.88,178608.6,217374.48
CLM-001053,POL-007162,BOP,Contractors,IL,2024-01-18,2024-02-08,21,Slip & Fall,Closed,45903.9,0.0,6907.05,45903.9,52810.95
CLM-001054,POL-007163,BOP,Contractors,IL,2024-07-14,2024-09-08,56,Business Interruption,Closed,61744.76,0.0,5317.49,61744.76,67062.25
CLM-001055,POL-007163,BOP,Contractors,IL,2024-09-30,2024-09-30,0,Theft/Burglary,Closed,8966.81,0.0,898.98,8966.81,9865.79
CLM-001056,POL-007164,BOP,Contractors,IL,2025-05-09,2025-06-20,42,Wind/Hail,Closed,119046.26,0.0,21265.65,119046.26,140311.91
CLM-001057,POL-007166,BOP,Contractors,OH,2024-10-14,2024-11-16,33,Water Damage,Open,4825.11,33622.03,3311.24,38447.14,41758.38
CLM-001058,POL-007177,General Liability,Real Estate,NY,2025-07-04,2025-07-08,4,Slip & Fall,Open,6169.09,12251.97,926.55,18421.06,19347.61
CLM-001059,POL-007222,General Liability,Contractors,AZ,2025-01-01,2025-05-25,144,Products Liability,Closed,105517.94,0.0,15305.7,105517.94,120823.64
CLM-001060,POL-007224,BOP,Retail,IL,2026-01-30,2026-02-22,23,Fire,Closed,10391.97,0.0,460.95,10391.97,10852.92
CLM-001061,POL-007224,BOP,Retail,IL,2026-01-12,2026-01-18,6,Business Interruption,Open,119.94,2168.26,274.12,2288.2,2562.32
CLM-001062,POL-007231,BOP,Professional Services,WA,2025-07-27,2025-09-07,42,Fire,Open,7226.31,11623.99,3111.09,18850.3,21961.39
CLM-001063,POL-007236,General Liability,Restaurants & Food Service,IL,2024-10-30,2024-12-19,50,Completed Operations,Closed,15974.18,0.0,1737.01,15974.18,17711.19
CLM-001064,POL-007240,Professional Liability,Professional Services,NC,2025-09-02,2025-10-08,36,Negligent Act,Open,6647.83,28375.72,2970.86,35023.55,37994.41
CLM-001065,POL-007244,General Liability,Real Estate,FL,2024-11-09,2025-02-05,88,Slip & Fall,Open,20146.75,37299.92,10219.89,57446.67,67666.56
CLM-001066,POL-007263,General Liability,Contractors,WA,2024-07-13,2024-08-24,42,Products Liability,Closed,59317.3,0.0,5163.75,59317.3,64481.05
CLM-001067,POL-007266,BOP,Real Estate,NY,2026-01-07,2026-01-30,23,Slip & Fall,Open,1125.64,1145.65,140.37,2271.29,2411.66
CLM-001068,POL-007283,BOP,Contractors,IL,2025-12-19,2025-12-26,7,Business Interruption,Closed,6925.24,0.0,396.56,6925.24,7321.8
CLM-001069,POL-007287,BOP,Restaurants & Food Service,TX,2024-05-29,2024-06-19,21,Fire,Open,5671.98,8068.21,2769.54,13740.19,16509.73
CLM-001070,POL-007290,General Liability,Contractors,AZ,2024-10-01,2024-12-28,88,Property Damage - 3rd Party,Open,2794.98,2497.32,923.77,5292.3,6216.07
CLM-001071,POL-007299,General Liability,Light Manufacturing,IL,2025-02-14,2025-04-01,46,Property Damage - 3rd Party,Open,3020.84,9306.84,887.07,12327.68,13214.75
CLM-001072,POL-007319,BOP,Real Estate,CA,2024-10-25,2024-11-10,16,Slip & Fall,Closed,14674.68,0.0,1371.4,14674.68,16046.08
CLM-001073,POL-007328,BOP,Contractors,CA,2025-05-15,2025-06-22,38,Slip & Fall,Open,2229.7,4275.71,710.69,6505.41,7216.1
CLM-001074,POL-007330,BOP,Restaurants & Food Service,TX,2025-12-12,2026-03-19,97,Wind/Hail,Open,521.11,1514.0,363.1,2035.11,2398.21
CLM-001075,POL-007347,General Liability,Retail,NY,2025-06-23,2025-10-17,116,Completed Operations,Open,1178.56,11366.88,2379.94,12545.44,14925.38
CLM-001076,POL-007356,Professional Liability,Professional Services,AZ,2026-01-01,2026-05-20,139,Breach of Duty,Open,513.34,640.57,66.15,1153.91,1220.06
CLM-001077,POL-007359,General Liability,Real Estate,CA,2024-04-01,2025-02-17,322,Completed Operations,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001078,POL-007360,General Liability,Real Estate,CA,2025-07-25,2025-09-22,59,Slip & Fall,Closed,38251.31,0.0,2458.42,38251.31,40709.73
CLM-001079,POL-007361,BOP,Technology,FL,2024-07-13,2024-07-14,1,Fire,Closed,28769.68,0.0,4553.1,28769.68,33322.78
CLM-001080,POL-007365,General Liability,Contractors,OH,2025-12-02,2026-01-07,36,Slip & Fall,Closed,137603.86,0.0,20128.6,137603.86,157732.46
CLM-001081,POL-007371,General Liability,Contractors,FL,2025-04-28,2025-05-16,18,Slip & Fall,Open,36641.18,30367.13,11005.55,67008.31,78013.86
CLM-001082,POL-007371,General Liability,Contractors,FL,2025-07-01,2026-01-12,195,Products Liability,Open,23779.06,53638.71,6098.15,77417.77,83515.92
CLM-001083,POL-007376,BOP,Contractors,TX,2025-06-21,2025-06-25,4,Water Damage,Open,656.83,540.28,257.32,1197.11,1454.43
CLM-001084,POL-007388,General Liability,Contractors,NY,2025-04-27,2025-05-26,29,Personal & Advertising Injury,Open,20854.98,83022.88,16899.81,103877.86,120777.67
CLM-001085,POL-007400,General Liability,Retail,CA,2025-06-28,2025-09-30,94,Personal & Advertising Injury,Closed,2184.47,0.0,277.11,2184.47,2461.58
CLM-001086,POL-007404,General Liability,Light Manufacturing,IL,2025-02-08,2025-11-09,274,Property Damage - 3rd Party,Closed,22903.23,0.0,3559.81,22903.23,26463.04
CLM-001087,POL-007410,General Liability,Real Estate,NC,2025-06-24,2025-08-16,53,Property Damage - 3rd Party,Open,83138.29,94928.12,29987.7,178066.41,208054.11
CLM-001088,POL-007427,General Liability,Light Manufacturing,OH,2024-08-29,2024-09-13,15,Products Liability,Closed,21036.16,0.0,4132.9,21036.16,25169.06
CLM-001089,POL-007428,General Liability,Light Manufacturing,OH,2025-12-28,2026-03-21,83,Personal & Advertising Injury,Open,23920.07,19897.53,7351.17,43817.6,51168.77
CLM-001090,POL-007434,BOP,Restaurants & Food Service,OH,2025-05-03,2025-06-08,36,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001091,POL-007449,BOP,Restaurants & Food Service,OH,2025-09-26,2025-10-06,10,Water Damage,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001092,POL-007450,BOP,Restaurants & Food Service,OH,2026-03-15,2026-03-31,16,Business Interruption,Closed,1826.32,0.0,195.36,1826.32,2021.68
CLM-001093,POL-007451,General Liability,Contractors,IL,2024-11-01,2024-11-12,11,Personal & Advertising Injury,Closed,77836.79,0.0,16680.15,77836.79,94516.94
CLM-001094,POL-007454,BOP,Contractors,CA,2025-03-22,2025-07-03,103,Slip & Fall,Closed,6087.58,0.0,499.7,6087.58,6587.28
CLM-001095,POL-007454,BOP,Contractors,CA,2024-12-20,2025-02-15,57,Business Interruption,Closed,1618.95,0.0,304.73,1618.95,1923.68
CLM-001096,POL-007470,General Liability,Retail,FL,2026-03-31,2026-05-02,32,Products Liability,Closed,16977.96,0.0,3625.27,16977.96,20603.23
CLM-001097,POL-007474,General Liability,Real Estate,OH,2025-07-22,2025-08-15,24,Slip & Fall,Closed,4216.34,0.0,874.4,4216.34,5090.74
CLM-001098,POL-007477,BOP,Real Estate,IL,2024-11-06,2024-12-01,25,Slip & Fall,Closed,4191.39,0.0,735.33,4191.39,4926.72
CLM-001099,POL-007488,General Liability,Light Manufacturing,AZ,2023-12-17,2024-03-14,88,Completed Operations,Closed,57371.06,0.0,9362.31,57371.06,66733.37
CLM-001100,POL-007493,BOP,Retail,TX,2025-01-09,2025-02-03,25,Fire,Open,11561.81,12099.55,2735.42,23661.36,26396.78
CLM-001101,POL-007522,General Liability,Retail,IL,2024-05-11,2024-06-13,33,Slip & Fall,Closed,1571.44,0.0,141.09,1571.44,1712.53
CLM-001102,POL-007525,BOP,Restaurants & Food Service,TX,2025-08-29,2025-09-20,22,Business Interruption,Open,608.38,1044.51,356.26,1652.89,2009.15
CLM-001103,POL-007531,General Liability,Technology,IL,2024-10-01,2024-11-12,42,Products Liability,Open,32517.31,29135.29,13208.65,61652.6,74861.25
CLM-001104,POL-007537,BOP,Retail,TX,2025-08-20,2025-08-29,9,Wind/Hail,Open,4835.53,6556.78,1685.37,11392.31,13077.68
CLM-001105,POL-007543,BOP,Restaurants & Food Service,OH,2024-12-13,2024-12-30,17,Water Damage,Closed,2677.37,0.0,551.46,2677.37,3228.83
CLM-001106,POL-007543,BOP,Restaurants & Food Service,OH,2025-08-13,2025-08-26,13,Water Damage,Open,1623.66,3099.55,551.15,4723.21,5274.36
CLM-001107,POL-007554,Professional Liability,Healthcare Services,CA,2025-08-09,2026-02-16,191,Breach of Duty,Open,4947.18,12455.69,2857.42,17402.87,20260.29
CLM-001108,POL-007558,BOP,Restaurants & Food Service,NY,2023-11-13,2023-11-24,11,Fire,Closed,18068.57,0.0,2994.08,18068.57,21062.65
CLM-001109,POL-007566,Professional Liability,Professional Services,IL,2025-08-01,2025-12-08,129,Negligent Act,Closed,10960.83,0.0,1606.97,10960.83,12567.8
CLM-001110,POL-007573,BOP,Retail,IL,2024-10-13,2025-01-08,87,Fire,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
CLM-001111,POL-007575,BOP,Real Estate,IL,2024-07-31,2024-08-11,11,Slip & Fall,Closed - No Pay,0.0,0.0,0.0,0.0,0.0
